id_instance,id_conversation,user_code,transcription,id_tone,detonator_dialogue
2060,260,1,hey pendejo ,1,1
2061,260,2,oye ,0,0
2062,260,1,tienes que pagarlo hot ,0,0
2063,260,1,hoyPor ,0,0
2064,260,1,si no no entregan tus fotos ,0,0
2065,261,1,tu amiga te dedeo tanto que se le quedo pegada tu panocha en su mano ,1,1
2066,261,2,esa [@usuario3] ,1,0
2067,261,3,jaja yo que pera ,1,0
2068,261,4,la [@usuario3] esta en todos los mensajes de este chat nms ,1,0
2069,261,4,ya dejenla en paz ,1,0
2070,262,1,que se joda ,1,1
2071,262,2,jaja ,1,0
2072,262,1,[realizo lamada] ,0,0
2073,262,1,lo siento se me marco ,0,0
2074,262,2,idiota ,1,0
2075,262,1,pendeja ,1,0
2076,263,1,quien es tu pareja [@usuario_ext1]  ,1,0
2077,263,2,pero con respeto [@usuario1] ,1,1
2078,263,1,te vi que la estabas deseando ,1,0
2079,263,1,Pordedeando ,1,0
2080,263,2,era la [@usuario_ext2] la confundiste ,1,0
2081,264,1,yo tambien idiota caritaTriste ,1,1
2082,264,2,[nota voz] ,0,0
2083,264,1,aja si porque ,0,0
2084,264,2,[nota voz] ,0,0
2085,264,1,caritai ,1,0
2086,265,1,[@usuario2] levanta a las de tu edad moro no andes de asaltacunas en la 20 ,1,1
2087,265,2,dejen secuestrar niños agusto ,1,0
2088,265,2,[nota voz;nota voz] ,0,0
2089,266,1,no hay nadie ahi ,0,0
2090,266,2,yo ,0,0
2091,266,1,nada as ,0,0
2092,266,1,nada mas ,0,0
2093,266,2,y los jefes ,0,0
2094,266,1,ha pues aguanten un ratilo tuve partido me quede a una carnita asada ,0,0
2095,266,2,me traes un taco ,0,0
2096,266,1,comete esta ,1,1
2097,267,1,y el [@usuario_ext1] ,0,0
2098,267,2,con todo y huevos ,1,1
2099,267,2,y el [@usuario_ext2] caritaFeliz ,0,0
2100,267,2,amonos ,0,0
2101,267,1,jaja ,1,0
2102,267,1,me dijo que se la metiste ,1,0
2103,267,1,quien la tiene mas grande ,1,0
2104,268,1,tienes razon [@usuario3] ,0,0
2105,268,1,jaja ,0,0
2106,268,2,eseñasela al [@usuario3] [@usuario1] ,1,1
2107,268,2,para que duerma calentito ,1,0
2108,268,3,aver ponganse en cuatro para ver quien tiene el ano mas peludo ,1,0
2109,268,1,tu primero ,1,0
2110,269,1,jaja ahuevo inutl ,1,1
2111,269,1,idiota ,1,0
2112,269,2,que pedo pndeja ,1,0
2113,269,1,que imbecil ,1,0
2114,269,1,ya mañana wee ,1,0
2115,269,1,jaja pendejo ,1,0
2116,270,1,y a dedear ,1,1
2117,270,2,como sabes eso [usuario1] ,0,0
2118,270,3,jaja ,1,0
2119,270,3,chenme el ano las dos ,1,0
2120,270,3,con todo respeto ,0,0
2121,270,1,la [@usuario_ext1] me dijo ,1,0
2122,270,1,jajas ,1,0
2123,270,1,que asco todo peludo ,1,0
2124,271,1,vales de despernsa tambien acepto ,0,0
2125,271,2,okey perfecto ,0,0
2126,271,2,[@usuario2] vendi tu panochin por un jaja no hay fala ,1,1
2127,271,3,no mames [@usuario2] soy virgen no puedo ,1,0
2128,271,2,con eso ya tengo tres viajes gratis ahuevo ,1,0
2129,272,1,y el [@usuario_ext1] segun andaba tambien bien sincho y puero pedo ya ni contesto ,1,0
2130,272,2,no valen verga la neta ,1,1
2131,272,3,yo le dije al [@usuario_ext2] que no iba a ir poque me toco trabajo todo el dia y desde las 5 hasta las 10 sorry pa al siguiente si caigo ,0,0
2132,272,2,tu tambien no vales verga ,1,0
2133,272,3,te iba a sar las nalgas ,1,0
2134,273,1,entre mas amas a alguien mas termina haciendo daño asi que puro hechos no pensamientos de casados o noviasgos largos es la pura realidad alv ,1,0
2135,273,2,el que se enamora pierde ,0,0
2136,273,2,fin ,0,0
2137,273,2,y yo ya vali verga ,1,1
2138,273,1,exacto ,1,0
2139,273,1,te metieron la riata ,1,0
2140,273,1,literal ,1,0
2141,274,1,[@usuario_ext1] ,0,0
2142,274,2,jaja te reto a que lo dedes ,1,1
2143,274,3,jaja ,1,0
2144,274,1,le dejaste el ano bien lubricado asi pos si ,1,0
2145,274,2,se lo deje bien abierto ni va a sentir cuando se la metas ,1,0
2146,274,2,asi como tu ,1,0
2147,275,1,que tala ,0,0
2148,275,2,es que no se si s o m ,0,0
2149,275,1,eres m segun yo ,0,0
2150,275,1,caritao ,0,0
2151,275,2,te hare el amor tan rico que hasta me pediras la receta ,1,1
2152,276,1,jaja de la chingada ,1,1
2153,276,2,hola putita ,1,0
2154,276,1,como esta la niña mas hermosa del mundo ,0,0
2155,276,2,obviamente mas guapa que nunca ,0,0
2156,277,1,eres una cualquiera ,1,1
2157,277,2,caritar ,1,0
2158,277,1,porque si desde que andabamos quedando como novios te volviste bien suelta con mis amigos porque crees que me aleje de ti ,1,0
2159,277,2,Pero claro que no yo no soy asi ,1,0
2160,277,1,no entonces porque andabas de culo suerto con el [@usuario_ext1] ,1,0
2161,278,1,pues ,0,0
2162,278,2,jaja de seguro le enseñaste a escribir en otaku ,0,0
2163,278,1,jaja ,0,0
2164,278,2,pasen memes de otakus y dinosaurios ,0,0
2165,278,3,pasa tu pack mejor ,1,1
2166,279,1,[img216] ,0,0
2167,279,1,pinche [@usuario_ext1] viaja en el tiepo solo para que la deden ,1,1
2168,280,1,que pedo ,0,0
2169,280,2,dile al abuerlo y al [@usuario_ext2] y amos a la playa mañana o el martes o que ,0,0
2170,280,2,La camisa y los tiranotones paro ,0,0
2171,280,1,simon puta ,1,1
2172,280,1,ya los eche ,0,0
2173,281,1,[img2173] ,1,1
2174,281,1,te esta esperando tu pastel [@usuario_ext1] ,1,0
2175,282,1,jaja eso si ni pero lo bueno que tengo su autografo ,0,0
2176,282,1,en un bilete de 100 dl ,0,0
2177,282,2,lo bueno que tengo si autografo en el pedoro ,1,1
2178,282,1,pobre por el ,1,0
2179,282,1,a de ver quedado bien oloroso ,1,0
2180,283,1,es tuyo el iphone 6 plus ,0,0
2181,283,2,se cuelga de la fama de la edsa ,1,0
2182,283,3,ese vato se le subio la fama ya no me habla nomas porque es de cartel ,1,0
2183,283,2,cuelgate de mi verga mejor [@usuario3] ,1,1
2184,284,1,esos de derecho no le invierten al disfraz ,1,1
2185,284,1,[@usuario2] ,1,0
2186,284,1,suerte con las gabachas [@usuario_ext1] ahorita haz de estar dediando a 2 negros facil ,1,0
2187,284,2,estos marihuanos de ciencias marinas queriendo humilar ,1,0
2188,284,2,[@usuario_ext2] ,1,0
2189,285,2,jaja ,0,0
2190,285,2,yo no te pregunto porque vas a querer violae ,1,1
2191,285,2,violar ,1,0
2192,285,1,pues estas bien bueno y tienes el ano apretado todavia ,1,0
2193,285,2,jaja wey que gay ,1,0
2194,285,1,pues tu te freseaste ,1,0
2195,285,2,me pico un pero mosquito en el coco ,1,0
2196,286,1,pero que tal ,0,0
2197,286,1,casa sidney ,0,0
2198,286,1,con verga de [@usuario_ext1] de fuera ,1,1
2199,286,1,segun solo tenia ojos para ti [@usuario2] ,1,0
2200,286,2,era plan con maña para ver si al [@usuario_ext2] le dan celos pero no mas no ,1,0
2201,286,1,jaja pues el [@usuario_ext2] es transgenero ,1,0
2202,287,1,puro estudiar y generar dinero vendiendo burritos de monda ,1,1
2203,287,1,si quieres si ,0,0
2204,287,1,y una dedeada ,1,0
2205,287,2,jaja ,1,0
2206,288,1,sucioname un huevo [@usuario_ext1] ,1,1
2207,288,2,jaja ,1,0
2208,288,1,ya tengo pareja [@usuario_ext2] ,0,0
2209,288,1,todo trnaqui ,0,0
2210,288,2,no mames y andas pidiendo que te chupen el ano ,1,0
2211,289,1,pues despues del santo culeadon que les meten ,1,1
2212,289,2,jaja es que no conozco a todos aqui ,0,0
2213,289,2,la mayoria ,0,0
2214,289,1,ya todos te cualearon ,1,0
2215,289,1,pinshe vato rolado y pensar que eres mi hermano ,1,0
2216,289,2,pues es de familia puto es herencia ,1,0
2217,290,1,tengo dos nomas que una se lo preste a mi compita [@usuario_ext1] pero no me lo ha regresado ,0,0
2218,290,2,se lo comio ,0,0
2219,290,1,con la panocha ,1,1
2220,290,1,como tu [@usuario2] ,1,0
2221,291,1,ya luego te hago la pregunta que te queria hacer ,0,0
2222,291,2,cual ,0,0
2223,291,2,caritan ,1,0
2224,291,1,mm ,0,0
2225,291,1,yp solo te quiero preguntar porque me haces bulling ,0,0
2226,291,1,acaso te caigo mal O no se ,0,0
2227,291,2,caritae ,0,0
2228,291,1,si ,0,0
2229,291,2,caritai ,1,1
2230,291,1,a okey pero no te calgo mal o si ,0,0
2231,291,2,no porque Si me caleras mal no te hablaria asi soy yo ,0,0
2232,291,1,okey pues ,0,0
2233,291,1,caritae ,0,0
2234,292,1,a pero el elular no lo suerta ,0,0
2235,292,2,estaba viendo porno para inspirarse ,1,1
2236,292,3,[img236] ,1,0
2237,293,1,que la [@usuario_ext1] fue a verte jugar ,0,0
2238,293,2,ya te la sabes apa ,0,0
2239,293,2,si we el viernes ,0,0
2240,293,2,y le dedique tres golecitos caritaTriste ,0,0
2241,293,1,chepe ,1,0
2242,293,1,no es cierto pa j ,0,0
2243,293,1,jaja ,0,0
2244,293,1,porque no me habias contado idiota ,1,1
2245,293,1,y que paso ,0,0
2246,293,1,nada ,0,0
2247,293,1,todo bien ,0,0
2248,294,1,tu que pinche albino ,1,1
2249,294,1,ctm bue ,1,0
2250,294,1,jaja ,1,0
2251,294,2,el meñito de pone celosa ,1,0
2252,294,2,a ti te chinga el buen meño ,1,0
2253,295,1,[img253] ,1,1
2254,295,1,mira we para ti ,1,0
2255,295,1,jaja ,1,0
2256,295,2,que onda ,0,0
2257,296,1,smn ,0,0
2258,296,1,neta ,0,0
2259,296,1,ite homies ,1,1
2260,296,1,administracion ,0,0
2261,296,1,de new agare ,0,0
2262,296,2,quien metio a este idiotisim al grupo ,1,0
2263,296,1,y esa onda verg ,1,0
2264,296,1,como asi ,0,0
2265,296,1,me dijiste ,0,0
2266,296,1,mas respeto cabron no crees pal buchon ,1,0
2267,297,1,carita ,0,0
2268,297,2,somon we pero me lo mandas we ,0,0
2269,297,1,ooh pues con quiern estas hablando perita ,1,1
2270,297,1,me amas ,1,0
2271,297,2,pues contigo pendejo jaja ,1,0
2272,297,2,y esa mamada que we Pinche ganso ,1,0
2273,297,1,entonces no me amas ,0,0
2274,297,2,nms we ,1,0
2275,297,1,pinche ganzo te joteas ,1,0
2276,298,1,calese usted pinche señor amoroso ,1,1
2277,298,2,caritao ,1,0
2278,298,2,caritae ,1,0
2279,298,3,ni traen nada putos preguntale al [@usuario2] con el qlote que andaba jaja ,1,0
2280,298,2,tu que verga pinche vato tiras pura wazanga ,1,0
2281,299,1,yo mero ,0,0
2282,299,2,acaray ,0,0
2283,299,3,pinshi drogadictos caritaTriste ,1,1
2284,299,4,nel we no fumo ya ,1,0
2285,299,4,me pegan ,0,0
2286,299,3,caritae ,1,0
2287,300,1,esta mas vergas ahorita ,1,1
2288,300,2,caritae ,0,0
2289,300,3,caritav ,0,0
2290,300,2,caritav ,0,0
2291,300,3,adictl agara ese bien y vete muho ala verga ,1,0
2292,301,1,nmss tu das nada de dinero ,1,1
2293,301,1,nunca aporta nada ,1,0
2294,301,1,mejor no hablas si no aportas mone ,1,0
2295,301,2,vete  la verga pinche pendejo ,1,0
2296,301,1,mlp ,1,0
2297,301,3,todo pendejo ,1,0
2298,301,4,hey hey tranquilos… ,0,0
2299,301,3,nms ,1,0
2300,302,1,ya valanse alamverga ,1,1
2301,302,1,dejenme de meter a grupos ,1,0
2302,302,1,[abandona grupo] ,0,0
2303,302,2,[img2303] ,0,0
2304,303,1,[img2304] ,1,1
2305,303,2,fake ,1,0
2306,303,3,saquen los packs prus caritaTriste ,1,0
2307,304,1,mames no les dijera saquen para la mota porque en putiza ,1,1
2308,304,2,jaja ,1,0
2309,304,1,pinche galo nos tenemos que robar ese honda we ,1,0
2310,304,3,ps no se voy a ir a trabajar mañana ,0,0
2311,304,1,um no pues asi vales madres no jaja ,1,0
2312,305,1,quien hiso el chat ,0,0
2313,305,2,la joce creo ,0,0
2314,305,2,dicen que el negri ,0,0
2315,305,2,negro ,0,0
2316,305,2,caritau ,1,1
2317,305,1,okey pues ,0,0
2318,305,1,porque cagas mis publicaciones ,1,0
2319,306,1,toma ,0,0
2320,306,2,no es el uniforme we ,0,0
2321,306,2,si no que no queria quedar sin jugar ,0,0
2322,306,2,ya vez que aun wei le valimos verg ,1,1
2323,306,2,y pues por eso y mas aorte el uniforme jajaba ,0,0
2324,306,3,buen argumento buen punto ,0,0
2325,306,4,contry come pito ,1,0
2326,307,1,como pito we ,1,1
2327,307,1,tu y choko ,1,0
2328,307,1,a ono we uno tendria que ser negro ,1,0
2329,307,1,jaja ,1,0
2330,307,1,un puercospin ya vez que esos si son negros ,1,0
2331,307,1,buenos dias choko ,0,0
2332,307,2,buenos dias baby ,0,0
2333,307,2,kien ira a jugar vergas para k me prestes los guantas ,1,0
2334,308,1,para que si no hay nada pero ,1,1
2335,308,2,shale ,0,0
2336,308,1,tu que pedo [@usuario2] ,1,0
2337,308,2,saken la hierba caritaFelizcaritaFeliz8 ,1,0
2338,308,2,caritai ,1,0
2339,308,2,[ck trnaza putos ,1,0
2340,309,1,Te pasaste ,0,0
2341,309,1,Vete a la mierda ,1,1
2342,309,2,jaja ,1,0
2343,309,3,jaja ,1,0
2344,309,2,No mames como se alteran ,1,0
2345,309,4,Tu calate [@usuario2] ,1,0
2346,309,2,caritai ,1,0
2347,309,4,8,0,0
2348,309,5,jaja ,1,0
2349,309,1,Ustedes  no es mi culpa que sean payasos y mas ahorita que varios si queremos pasar ,1,0
2350,309,2,Todos queremos pasar ,0,0
2351,309,2,Pero nadie estudio asi como ,0,0
2352,309,1,Exacto varios no estudiaron  mejor ponganse a repasar ,0,0
2353,309,6,Dice el [@usuario_ext1] que se dejen de mamadas igual todos van a reprobar caritaFeliz ,1,0
2354,309,7,Dice el [@usuario_ext2] que se vayan todos a la verga ,1,0
2355,309,5,Dice la [@usuario_ext3] que se la pelancaritaTriste ,1,0
2356,309,2,Dice la [@usuario_ext4] que se la pelancaritaConfusa ,1,0
2357,310,1,Tenemos examen de derecho ahoita a las 7 ,0,0
2358,310,1,Para que sepan ,0,0
2359,310,2,Kha ,0,0
2360,310,3,Se la mamaron ,1,1
2361,310,3,Porque pidieron eso ,0,0
2362,310,4,No es cierto ,0,0
2363,310,1,Porque si ,1,0
2364,310,5,como ,0,0
2365,310,1,Tenemos su numero ,0,0
2366,310,6,No jodan ,1,0
2367,311,2,Nms ,1,0
2368,311,2,Estas bien pendejo ,1,1
2369,311,1,jaja vete a la Verga ,1,0
2370,311,1,Oye estupido que pedo dile a tu hermano que si quiere ir con nosotros al papas  Te invitaria a ti pero la neta me da un chingo de weba como te pones  bien pedo y pendejo ,1,0
2371,312,2,Te sirve ,0,0
2372,312,1,Si ,0,0
2373,312,2,Que traes pinchi chamaco pendejo ,1,1
2374,312,1,Vamos hacer una fiesta wey pero la neta no creo que puedas ir porque dicen los demas que estas bien tonto y te apesta la boca ,1,0
2375,313,2,Entonces vete a la verga pinche vale verga pito chico ,1,1
2376,313,1,No tienes porque proyectarte pendejo ,1,0
2377,314,1,No fui mejor me fui con tu hermana ,1,1
2378,314,2,Nms ,1,0
2379,314,2,Estas bien pendejo ,1,0
2380,315,1,Ándale estupido ,1,1
2381,315,2,Ya te dije que no estupido ,1,0
2382,315,1,Ves por eso nadie te quiere pinche flaco pendejo ,1,0
2383,316,1,Pinchi pendejo ,1,1
2384,316,1,Alv ,1,0
2385,316,1,Me tienes arta ,1,0
2386,316,1,[img2386] ,1,0
2387,316,2,Das asco ,1,0
2388,316,2,caritao ,1,0
2389,317,1,Todos te metieron la Verga ,1,1
2390,317,2,Domine el circuito ,1,0
2391,317,1,La mamada jaja ,1,0
2392,317,1,Si te metieron la Verga como 4 veces ,1,0
2393,317,2,jaja si le gane a todos di la vuelta y ya despues me ganaron ,1,0
2394,317,2,Sigues ocn aquel joto ,1,0
2395,318,2,jaja ,1,0
2396,318,2,Que pendejo te pones ,1,1
2397,318,2,Bitch ,1,0
2398,318,1,Pendejo tu que estas bien tonto para jugar jaja y nadie quiere ser tu pareja ,1,0
2399,319,2,Donde estas ,0,0
2400,319,1,Con mi padrino ,0,0
2401,319,2,Que estas haciendi ,0,0
2402,319,1,Estaba pisteando ,0,0
2403,319,1,Para que vas al gimnasio y haces dieta si sigues igual de gordo pendejo ,1,1
2404,320,2,Cero tempra al ap ,0,0
2405,320,2,Si wey dice que ya saco el dia ,0,0
2406,320,2,Estas bien estupido por eso nadie quiere salir contigo jaja Paeces niño mongolo ,1,1
2407,321,2,Ctm porque no contestas nunca alcaritaFeliz luego no quieres que me enoje pero te pasas te quiero alv bay ,1,1
2408,321,1,Pues porque la neta me caes bien mal ya   no se ni porque te hablo niña tonta ,1,0
2409,322,1,Oigan chicos no es por aruinarles las vacaciones pero les recuerdo que tenemos que hacer ecaritaFelizosicion de la profe ,0,0
2410,322,2,Vete a la chingada ,1,1
2411,322,1,Come mierda si no quieres trabajar salte del equipo ,1,0
2412,322,3,jaja ,1,0
2413,322,3,Que debemos hacer [@usuario1] ,0,0
2414,322,1,Mandame informacion ,0,0
2415,323,1,Hey losers ,1,1
2416,323,1,Que uno haga el documento de la clase del [@usuario_ext1] y ya para que los demas solo impran jaja ,0,0
2417,323,1,Quien se apunta ,0,0
2418,323,1,Kuleras no dejen en visto ,1,0
2419,323,2,jaja ,1,0
2420,323,2,Poes si quieres haslo tu ,1,0
2421,324,1,Que pendejos jaja ,1,1
2422,324,1,Si [@usuario2] ve ,0,0
2423,324,1,[link2423] ,1,0
2424,324,1,Asi siento a todos los cristianos [@usuario2] jaja ,1,0
2425,324,2,Que es [@usuario1]caritaTriste ,0,0
2426,324,3,Gay sipongo jaja ,1,0
2427,324,4,no lo puedo ver ,0,0
2428,324,4,[img2428] ,0,0
2429,324,4,siento que algo hise comose escriba o no hise para que pienses eso ,0,0
2430,324,2,caritar ,0,0
2431,324,4,y nadamas tu muchas personas piensan lo mismo y la neta no es asi se supone que los cristianos mostramos el amor de cristo y ultimamente e escuchado muchas cosas saras se que muchas personas que dicen ser cristianos son saras pero no todos son asi ,0,0
2432,325,1,Yo legare como a las 1:30 ,0,0
2433,325,2,Yo como a las 11 o nose ,0,0
2434,325,3,Me acabo de despertar jaja ,0,0
2435,325,2,Pendeja ,1,1
2436,325,3,A que hora te iras  ,0,0
2437,325,2,Ahorita que me areglue y coma ,0,0
2438,325,2,Como a las once ,0,0
2439,325,2,Y tu ,0,0
2440,326,1,jaja ,0,0
2441,326,1,No te metas con nivel 1 ,0,0
2442,326,2,caritan ,1,1
2443,326,3,jaja PENDEJA ,1,0
2444,326,3,Es para que ustedes vayan sabiendo ,0,0
2445,326,2,jaja poes aprende a formular tus respuestas ,1,0
2446,326,1,jaja eso que ,1,0
2447,327,1,Si [@usuario_ext1] fuera jefe ese lugar se iria a la quiebra ,1,0
2448,327,1,Si ,1,0
2449,327,2,A la mierda [@usuario_ext2] ,1,1
2450,327,2,La cosas como son ,1,0
2451,327,2,El solo quiere demostrar que tiene la razon y que el manda cuando el que manda es [@usuario_ext3] ,1,0
2452,327,2,A veces siento que quiere pasar sobre [@usuario_ext3] ,1,0
2453,327,1,Exacto ,1,0
2454,328,2,Omg pues no me agrada mucho aun jaja No se si mas adelante tratandola caritaFeliz ,0,0
2455,328,1,Amiguitos les tengo un chisme ,1,1
2456,328,2,Cuenta ,0,0
2457,328,1,Ya se por que [@usuario_ext1] es asi de amargado ,1,0
2458,328,2, ,0,0
2459,328,1,& hoy el Peter apestaba a que alguien se murio adentro caritaTriste ,1,0
2460,329,1,Si yo las compro es lo de menos las sabritas ,0,0
2461,329,2,No porque dice beso y van a pensar que queri un beso y no solo es mi amigo:$ ,0,1
2462,329,2,Mañana me las das mochis ,0,0
2463,329,3,jajar caritaFeliz la [@usuario2] tiene rason ,0,0
2464,329,3,Xx ,0,0
2465,329,2,Si Gane ,0,0
2466,330,1,El sabe que lo odiamos pero no vamos a tratarlo como amigo solo por el trabajo ,1,1
2467,330,2,Pues yo no se ,0,0
2468,330,2,Pero el tipo es super raro ,1,0
2469,330,2,Y es raro porque es buena onda pero raro ,1,0
2470,330,2,Y pues ya ni se jaja ,1,0
2471,330,2,La verdad yo voy a seguir como iba sin preocuparme po el ,1,0
2472,330,2,Porque no lo vale ,1,0
2473,330,2,Y no se para que quiere que le hable si es bien asi el men ,1,0
2474,331,1,nms [@usuario2] si me vas hablar nomas para estarme cagando el pinche palo mejor ni me hables neta ,1,1
2475,331,1,carita ,1,0
2476,331,1,caritae ,1,0
2477,331,2,la verdad te pasas eh ,0,0
2478,331,2,osea que onda es mi amigo y lo dices como si lo conoces o has hablado con el ,0,0
2479,331,1,yo ,0,0
2480,331,1,te digo todo en buen plan ,0,0
2481,331,1,nms ,1,0
2482,331,1,no tengo la obligacion de decirte cosas [@usuario2] ,0,0
2483,331,1,si me vas a hablar hablame bien ,0,0
2484,331,1,ves que estoy bien pinche mal y hay vienes con todo esto nms ,1,0
2485,331,1,tengo porquito cerebro para saber como vas a tratar a las personas ,1,0
2486,331,2,osea te digo en buen plan todo ,0,0
2487,331,2,y solo queri saber ,0,0
2488,331,2,porque se trata de mi mejor amigo ,0,0
2489,332,1,cual mañana ,0,0
2490,332,1,mejor no me hables asi gracias ok ,1,0
2491,332,2,pues si Sola mente pense que podia contarte cosas o salir a platicar no se pero siempre tienes un pretexto y la verdad que los que pense que no estarian para mi lo estan en estos momentos ,1,1
2492,332,2,pues bueno ,0,0
2493,332,1,es tu estupido problema si quieres pensar que son pretexto ,1,0
2494,332,1,pretextos ,0,0
2495,332,1,es mi vida y no tengo porque contartela ,1,0
2496,332,1,pero como sea ,1,0
2497,332,2,pero yo que estoy levando todo es otra cosa diferente ,0,0
2498,332,1,yo que tengo que vivir lo que pases ,1,0
2499,332,1,ay porfavor ,1,0
2500,332,1,has lo que quieras piensa lo que quieras y ya equis ,1,0
2501,332,1,igual no es mi vida alomejor tienes razon en que no vivo lo mismo que ti y pues mejor para que me meto no ,1,0
2502,332,1,asi cada quien sus cosas ,1,0
2503,332,1,y todos estables ,1,0
2504,332,1,cero pedos alavinky ,1,0
2505,332,2,sabes tienes razon no es tu vida es la mia ,1,0
2506,333,1,jaja me tienes en alma caritaFeliz aun caritaTriste ,0,0
2507,333,2,jaja pudrete caritaTriste jaja no lo se caritaConfusa ,1,1
2508,333,2,caritaFelizPor ,1,0
2509,333,1,jaja caritaFeliz maldita caritaFeliz ,1,0
2510,333,2,aun no tienes fecha de salida ,0,0
2511,333,1,no que yo sepa ,0,0
2512,333,2,jaja pos bueno caritaFeliz ya lega puto caritaFeliz ,1,0
2513,334,1,jaja ta bien pues ,0,0
2514,334,2,ja puto caritaFeliz ,1,1
2515,334,1,jaja calmate ,0,0
2516,334,2,tu calmate putito caritaFeliz ,1,0
2517,334,1,nop ,0,0
2518,334,2,sip caritaFeliz ,0,0
2519,334,1,nop ,0,0
2520,334,2,sip caritaFeliz ,0,0
2521,335,1,tengo muchos proyectos que les sucede caritaTriste ,0,0
2522,335,2,caritai ,0,0
2523,335,3,como loran ,1,1
2524,335,1,mm ya lego el [@usuario3] ,1,0
2525,335,2,dejanos lorar en paz alb ,1,0
2526,335,2,ia me boi ,0,0
2527,336,1,ya descansare cuando muera caritaFeliz ,0,0
2528,336,2,pues muerete caritaFeliz ,1,1
2529,336,1,gran consejo caritaFeliz ,1,0
2530,337,1,que no los borachos son los de derecho Son del mismo tronco ,1,1
2531,337,2,jaja caritaFeliz no mames jaja ,1,0
2532,337,3,hey ,0,0
2533,337,4,caritai ,1,0
2534,337,5,vean la cucaracha ,1,0
2535,337,3,que grosera caritaTriste ,0,0
2536,338,1,ira pues ,0,0
2537,338,1,a mi no me vengas a levantar falsos ,1,1
2538,338,2,falsos ,1,0
2539,338,2,pue si no la tengo verga ,1,0
2540,338,2,tengo la culera la bola esa ,1,0
2541,338,1,pero esta x ,0,0
2542,338,1,siempre de sara ,1,0
2543,338,1,ya we ,0,0
2544,339,1,oie a mi no me meta ,1,0
2545,339,2,hay viene el otro puto ,1,1
2546,339,1,ahiPor ,0,0
2547,339,2,haber compa ,0,0
2548,339,3,a verPor ,0,0
2549,339,4,a verPor ,0,0
2550,339,2,su puta madre ,1,0
2551,340,1,alv ,1,1
2552,340,1,lo asustaron ,0,0
2553,340,2,marihuano vas a jalar a las 5 am o que ,1,0
2554,340,3,no puedo quede de hacer otra cosa a las 7 ,0,0
2555,340,2,ir al mar a fumar mota ,1,0
2556,340,2,no me haces pendejo mijo ,1,0
2557,340,3,eso en cualquier lado ,0,0
2558,341,1,tranquilo ya volvera ,0,0
2559,341,2,ya se mejor que se quede all ,0,1
2560,341,1,que dijiste ,0,0
2561,341,1,porque ,0,0
2562,341,2,estaba juango jaja ,0,0
2563,341,1,mas te valen mijo ,1,0
2564,342,1,gracias por decirme pera ,1,1
2565,342,2,que quieres ,0,0
2566,342,1,conesta por favor ,0,0
2567,342,2,para que ,0,0
2568,343,1,este pinche [@usuario2] no manches esta bien wey ,1,1
2569,343,2,si el wey eres tu ,1,0
2570,343,1,el otro dia casi chocamos alavinki ,0,0
2571,344,1,pues con esa pinche actitud que tienes no si la amas no la dejes ir porque a ela le sobran personas que la traten mejor que tu ,1,1
2572,344,2,jaja ,1,0
2573,344,1,de que te ries wey ,1,0
2574,344,2,ese pinche joto me lo voy a chingar cuando me lo tope ,1,0
2575,345,1,no se mi papa ,0,0
2576,345,2,mm ,0,1
2577,345,2,y poque no le diceS ,0,0
2578,345,1,porque se va enojar ,0,0
2579,345,2,pero no entiendo porque sd enojaria ,0,0
2580,345,1,caritar ,1,0
2581,346,1,te acuerdas cuando no te iba a invitar a mi fiesta y te ibas a colar por la ventana <3 jaja buenos momentos ,0,0
2582,346,2,jaja si y tambien [@usuario_ext1] caritaFeliz ,0,0
2583,346,1,jaja pero finalmente no se tuvieron que colar porque si los invite jaja ,0,0
2584,346,2,Eso crees -_- ,1,1
2585,346,2,Todo fue producto de tu imaginacion ,1,0
2586,346,2,Nunca hiciste tu fiesta ,1,0
2587,346,2,Nisiquiera se de que hablas [@usuario1] o ,1,0
2588,346,1,jaja c: ,0,0
2589,347,1,Tu [@usuario2] cuando eras chiko jaja [img2589] ,0,0
2590,347,2,Tu no pudiste mensa ,1,1
2591,347,1,jaja y yo x que ,0,0
2592,347,3,jaja tu ni eso lo esquivaste a ti si te golpearon por mensa ,1,0
2593,347,3,ja ja ja ,1,0
2594,348,1,Mandilon ,1,1
2595,348,2,Que onda chikita ,0,0
2596,348,1,Que si conseguiste ,0,0
2597,348,2,No ,0,0
2598,348,1,Aqui traigo una macana ,1,0
2599,348,1,NAME ,1,0
2600,348,1,jaja ,1,0
2601,348,2,jaja ,1,0
2602,348,2,La tienes enterada por el chiquito ,1,0
2603,348,1,jaja ,1,0
2604,348,1,Que no me lam [@usuario_ext1] ,1,0
2605,348,2,jaja ,1,0
2606,348,1,jaja aparte de Maricon es mandilon ,1,0
2607,348,1,jaja ,1,0
2608,349,1,Que onda jaja de tu puta madre ,1,1
2609,349,2,Que tranza jaja de tu puta madre ,1,0
2610,349,1,Que haces puto maricon ,1,0
2611,349,2,En mi casa joto ,1,0
2612,349,1,Con un joto ,1,0
2613,349,2,La coni ,0,0
2614,349,1,caritao ,1,0
2615,349,2,jaja ,1,0
2616,349,2,Ve y chinga a tu madre ,1,0
2617,349,2,Sobre vas ,1,0
2618,349,2,Joto ,1,0
2619,349,1,Ya fuiste tu ,1,0
